:q!**************************************************************************************************************


SPECIES :  I^+ / I
 7.477346e+00    4.094689e-19
 7.758532e+00    4.082665e-19
 8.050292e+00    4.070641e-19
 8.353023e+00    4.058617e-19
 8.667139e+00    4.046593e-19
 8.993067e+00    4.034569e-19
 9.331251e+00    4.022545e-19
 9.682153e+00    4.010521e-19
 1.004625e+01    3.998497e-19
 1.042404e+01    3.986473e-19
 1.081604e+01    3.974449e-19
 1.122277e+01    3.962425e-19
 1.164481e+01    3.950401e-19
 1.208271e+01    3.938377e-19
 1.253708e+01    3.926353e-19
 1.300854e+01    3.914329e-19
 1.349772e+01    3.902305e-19
 1.400531e+01    3.890281e-19
 1.453198e+01    3.878257e-19
 1.507845e+01    3.866232e-19
 1.564548e+01    3.854208e-19
 1.623382e+01    3.842184e-19
 1.684430e+01    3.830160e-19
 1.747773e+01    3.818136e-19
 1.813498e+01    3.806112e-19
 1.881694e+01    3.794088e-19
 1.952456e+01    3.782064e-19
 2.025878e+01    3.770040e-19
 2.102061e+01    3.758016e-19
 2.181109e+01    3.745992e-19
 2.263130e+01    3.733968e-19
 2.348235e+01    3.721944e-19
 2.436540e+01    3.709920e-19
 2.528166e+01    3.697896e-19
 2.623238e+01    3.685872e-19
 2.721885e+01    3.673848e-19
 2.824241e+01    3.661824e-19
 2.930447e+01    3.649800e-19
 3.040646e+01    3.637776e-19
 3.154990e+01    3.625752e-19
 3.273634e+01    3.613727e-19
 3.396739e+01    3.601703e-19
 3.524473e+01    3.589679e-19
 3.657011e+01    3.577655e-19
 3.794533e+01    3.565631e-19
 3.937226e+01    3.553607e-19
 4.085286e+01    3.541583e-19
 4.238913e+01    3.529559e-19
 4.398317e+01    3.517535e-19
 4.563716e+01    3.505511e-19
 4.735335e+01    3.493487e-19
 4.913407e+01    3.481463e-19
 5.098176e+01    3.469439e-19
 5.289893e+01    3.457415e-19
 5.488820e+01    3.445391e-19
 5.695227e+01    3.433367e-19
 5.909396e+01    3.421343e-19
 6.131619e+01    3.409319e-19
 6.362198e+01    3.397295e-19
 6.601449e+01    3.385271e-19
 6.849697e+01    3.373246e-19
 7.107280e+01    3.361222e-19
 7.374549e+01    3.349198e-19
 7.651869e+01    3.337174e-19
 7.939618e+01    3.325150e-19
 8.238187e+01    3.313126e-19
 8.547985e+01    3.301102e-19
 8.869432e+01    3.289078e-19
 9.202967e+01    3.277054e-19
 9.549045e+01    3.265030e-19
 9.908137e+01    3.253006e-19
 1.028073e+02    3.240982e-19
 1.066734e+02    3.228958e-19
 1.106848e+02    3.216934e-19
 1.148472e+02    3.204910e-19
 1.191660e+02    3.192886e-19
 1.236472e+02    3.180862e-19
 1.282970e+02    3.168838e-19
 1.331216e+02    3.156814e-19
 1.381276e+02    3.144790e-19
 1.433219e+02    3.132766e-19
 1.487115e+02    3.120741e-19
 1.543038e+02    3.108717e-19
 1.601064e+02    3.096693e-19
 1.661273e+02    3.084669e-19
 1.723745e+02    3.072645e-19
 1.788566e+02    3.060621e-19
 1.855825e+02    3.048597e-19
 1.925614e+02    3.036573e-19
 1.998026e+02    3.024549e-19
 2.073162e+02    3.012525e-19
 2.151123e+02    3.000501e-19
 2.232016e+02    2.988477e-19
 2.315951e+02    2.976453e-19
 2.403043e+02    2.964429e-19
 2.493409e+02    2.952405e-19
 2.587174e+02    2.940381e-19
 2.684465e+02    2.928357e-19
 2.785414e+02    2.916333e-19
 2.890160e+02    2.904309e-19
 2.998844e+02    2.892285e-19
 3.111616e+02    2.880261e-19
 3.228628e+02    2.868236e-19
 3.350041e+02    2.856212e-19
 3.476019e+02    2.844188e-19
 3.606735e+02    2.832164e-19
 3.742366e+02    2.820140e-19
 3.883098e+02    2.808116e-19
 4.029122e+02    2.796092e-19
 4.180637e+02    2.784068e-19
 4.337850e+02    2.772044e-19
 4.500975e+02    2.760020e-19
 4.670234e+02    2.747996e-19
 4.845859e+02    2.735972e-19
 5.028087e+02    2.723948e-19
 5.217169e+02    2.711924e-19
 5.413360e+02    2.699900e-19
 5.616930e+02    2.687876e-19
 5.828155e+02    2.675852e-19
 6.047322e+02    2.663828e-19
 6.274732e+02    2.651804e-19
 6.510694e+02    2.639780e-19
 6.755528e+02    2.627756e-19
 7.009570e+02    2.615731e-19
 7.273165e+02    2.603707e-19
 7.546673e+02    2.591683e-19
 7.830465e+02    2.579659e-19
 8.124930e+02    2.567635e-19
 8.430468e+02    2.555611e-19
 8.747496e+02    2.543587e-19
 9.076446e+02    2.531563e-19
 9.417766e+02    2.519539e-19
 9.771921e+02    2.507515e-19
 1.013939e+03    2.495491e-19
 1.052069e+03    2.483467e-19
 1.091632e+03    2.471443e-19
 1.132683e+03    2.459419e-19
 1.175277e+03    2.447395e-19
 1.219473e+03    2.435371e-19
 1.265332e+03    2.423347e-19
 1.312915e+03    2.411323e-19
 1.362287e+03    2.399299e-19
 1.413516e+03    2.387275e-19
 1.466671e+03    2.375251e-19
 1.521825e+03    2.363226e-19
 1.579053e+03    2.351202e-19
 1.638434e+03    2.339178e-19
 1.700047e+03    2.327154e-19
 1.763977e+03    2.315130e-19
 1.830312e+03    2.303106e-19
 1.899141e+03    2.291082e-19
 1.970558e+03    2.279058e-19
 2.044661e+03    2.267034e-19
 2.121550e+03    2.255010e-19
 2.201331e+03    2.242986e-19
 2.284112e+03    2.230962e-19
 2.370006e+03    2.218938e-19
 2.459130e+03    2.206914e-19
 2.551606e+03    2.194890e-19
 2.647559e+03    2.182866e-19
 2.747121e+03    2.170842e-19
 2.850426e+03    2.158818e-19
 2.957617e+03    2.146794e-19
 3.068838e+03    2.134770e-19
 3.184242e+03    2.122745e-19
 3.303985e+03    2.110721e-19
 3.428231e+03    2.098697e-19
 3.557150e+03    2.086673e-19
 3.690917e+03    2.074649e-19
 3.829714e+03    2.062625e-19
 3.973730e+03    2.050601e-19
 4.123163e+03    2.038577e-19
 4.278214e+03    2.026553e-19
 4.439097e+03    2.014529e-19
 4.606029e+03    2.002505e-19
 4.779239e+03    1.990481e-19
 4.958962e+03    1.978457e-19
 5.145444e+03    1.966433e-19
 5.338938e+03    1.954409e-19
 5.539709e+03    1.942385e-19
 5.748030e+03    1.930361e-19
 5.964185e+03    1.918337e-19
 6.188468e+03    1.906313e-19
 6.421186e+03    1.894289e-19
 6.662655e+03    1.882265e-19
 6.913204e+03    1.870240e-19
 7.173175e+03    1.858216e-19
 7.442922e+03    1.846192e-19
 7.722814e+03    1.834168e-19
 8.013230e+03    1.822144e-19
 8.314568e+03    1.810120e-19
 8.627237e+03    1.798096e-19
 8.951665e+03    1.786072e-19
 9.288292e+03    1.774048e-19
 9.637579e+03    1.762024e-19
 1.000000e+04    1.750000e-19
-----------------------------
