**************************************************************************************************************


SPECIES :  I^+ / I^-
 5.054797e+02    9.119571e-21
 5.137014e+02    8.973614e-21
 5.220568e+02    8.829993e-21
 5.305481e+02    8.688671e-21
 5.391775e+02    8.549611e-21
 5.479472e+02    8.412777e-21
 5.568596e+02    8.278132e-21
 5.659170e+02    8.145642e-21
 5.751217e+02    8.015273e-21
 5.844761e+02    7.886991e-21
 5.939827e+02    7.760761e-21
 6.036439e+02    7.636552e-21
 6.134622e+02    7.514331e-21
 6.234402e+02    7.394066e-21
 6.335805e+02    7.275725e-21
 6.438857e+02    7.159279e-21
 6.543586e+02    7.044696e-21
 6.650018e+02    6.931948e-21
 6.758181e+02    6.821003e-21
 6.868104e+02    6.711835e-21
 6.979814e+02    6.604413e-21
 7.093341e+02    6.498711e-21
 7.208715e+02    6.394701e-21
 7.325965e+02    6.292355e-21
 7.445123e+02    6.191647e-21
 7.566219e+02    6.092552e-21
 7.689284e+02    5.995042e-21
 7.814351e+02    5.899092e-21
 7.941452e+02    5.804679e-21
 8.070620e+02    5.711776e-21
 8.201889e+02    5.620361e-21
 8.335294e+02    5.530408e-21
 8.470868e+02    5.441895e-21
 8.608648e+02    5.354799e-21
 8.748668e+02    5.269096e-21
 8.890966e+02    5.184766e-21
 9.035578e+02    5.101785e-21
 9.182543e+02    5.020132e-21
 9.331898e+02    4.939786e-21
 9.483682e+02    4.860726e-21
 9.637935e+02    4.782931e-21
 9.794697e+02    4.706381e-21
 9.954008e+02    4.631057e-21
 1.011591e+03    4.556938e-21
 1.028045e+03    4.484005e-21
 1.044766e+03    4.412239e-21
 1.061759e+03    4.341623e-21
 1.079029e+03    4.272136e-21
 1.096579e+03    4.203761e-21
 1.114415e+03    4.136481e-21
 1.132541e+03    4.070278e-21
 1.150962e+03    4.005134e-21
 1.169683e+03    3.941033e-21
 1.188708e+03    3.877957e-21
 1.208042e+03    3.815891e-21
 1.227691e+03    3.754819e-21
 1.247660e+03    3.694724e-21
 1.267953e+03    3.635591e-21
 1.288576e+03    3.577404e-21
 1.309535e+03    3.520148e-21
 1.330835e+03    3.463809e-21
 1.352481e+03    3.408372e-21
 1.374479e+03    3.353822e-21
 1.396835e+03    3.300144e-21
 1.419555e+03    3.247326e-21
 1.442644e+03    3.195354e-21
 1.466109e+03    3.144213e-21
 1.489955e+03    3.093890e-21
 1.514189e+03    3.044373e-21
 1.538818e+03    2.995649e-21
 1.563847e+03    2.947704e-21
 1.589283e+03    2.900527e-21
 1.615133e+03    2.854105e-21
 1.641403e+03    2.808425e-21
 1.668101e+03    2.763477e-21
 1.695232e+03    2.719248e-21
 1.722805e+03    2.675727e-21
 1.750827e+03    2.632903e-21
 1.779304e+03    2.590764e-21
 1.808245e+03    2.549299e-21
 1.837656e+03    2.508498e-21
 1.867546e+03    2.468350e-21
 1.897922e+03    2.428845e-21
 1.928792e+03    2.389972e-21
 1.960163e+03    2.351721e-21
 1.992046e+03    2.314082e-21
 2.024447e+03    2.277046e-21
 2.057374e+03    2.240602e-21
 2.090838e+03    2.204742e-21
 2.124845e+03    2.169456e-21
 2.159406e+03    2.134734e-21
 2.194529e+03    2.100568e-21
 2.230223e+03    2.066949e-21
 2.266498e+03    2.033868e-21
 2.303363e+03    2.001316e-21
 2.340827e+03    1.969286e-21
 2.378901e+03    1.937768e-21
 2.417594e+03    1.906754e-21
 2.456916e+03    1.876237e-21
 2.496878e+03    1.846208e-21
 2.537490e+03    1.816660e-21
 2.578763e+03    1.787585e-21
 2.620707e+03    1.758975e-21
 2.663333e+03    1.730823e-21
 2.706652e+03    1.703122e-21
 2.750676e+03    1.675864e-21
 2.795416e+03    1.649042e-21
 2.840884e+03    1.622649e-21
 2.887091e+03    1.596679e-21
 2.934050e+03    1.571125e-21
 2.981772e+03    1.545979e-21
 3.030271e+03    1.521236e-21
 3.079559e+03    1.496889e-21
 3.129648e+03    1.472932e-21
 3.180552e+03    1.449358e-21
 3.232284e+03    1.426161e-21
 3.284857e+03    1.403336e-21
 3.338286e+03    1.380876e-21
 3.392583e+03    1.358775e-21
 3.447764e+03    1.337028e-21
 3.503842e+03    1.315629e-21
 3.560833e+03    1.294573e-21
 3.618750e+03    1.273854e-21
 3.677609e+03    1.253466e-21
 3.737426e+03    1.233404e-21
 3.798215e+03    1.213664e-21
 3.859994e+03    1.194240e-21
 3.922777e+03    1.175126e-21
 3.986581e+03    1.156319e-21
 4.051423e+03    1.137812e-21
 4.117320e+03    1.119602e-21
 4.184289e+03    1.101683e-21
 4.252346e+03    1.084050e-21
 4.321511e+03    1.066700e-21
 4.391801e+03    1.049628e-21
 4.463234e+03    1.032829e-21
 4.535829e+03    1.016299e-21
 4.609604e+03    1.000033e-21
 4.684580e+03    9.840279e-22
 4.760775e+03    9.682788e-22
 4.838210e+03    9.527817e-22
 4.916904e+03    9.375327e-22
 4.996877e+03    9.225277e-22
 5.078152e+03    9.077628e-22
 5.160749e+03    8.932343e-22
 5.244689e+03    8.789383e-22
 5.329994e+03    8.648711e-22
 5.416687e+03    8.510290e-22
 5.504790e+03    8.374085e-22
 5.594326e+03    8.240059e-22
 5.685318e+03    8.108179e-22
 5.777790e+03    7.978410e-22
 5.871766e+03    7.850717e-22
 5.967271e+03    7.725068e-22
 6.064329e+03    7.601430e-22
 6.162966e+03    7.479771e-22
 6.263207e+03    7.360059e-22
 6.365079e+03    7.242263e-22
 6.468608e+03    7.126352e-22
 6.573820e+03    7.012297e-22
 6.680744e+03    6.900066e-22
 6.789407e+03    6.789632e-22
 6.899837e+03    6.680966e-22
 7.012064e+03    6.574039e-22
 7.126115e+03    6.468823e-22
 7.242022e+03    6.365291e-22
 7.359814e+03    6.263416e-22
 7.479523e+03    6.163171e-22
 7.601178e+03    6.064531e-22
 7.724811e+03    5.967469e-22
 7.850456e+03    5.871961e-22
 7.978145e+03    5.777982e-22
 8.107910e+03    5.685507e-22
 8.239786e+03    5.594512e-22
 8.373807e+03    5.504973e-22
 8.510007e+03    5.416867e-22
 8.648423e+03    5.330171e-22
 8.789091e+03    5.244863e-22
 8.932046e+03    5.160920e-22
 9.077327e+03    5.078321e-22
 9.224970e+03    4.997043e-22
 9.375015e+03    4.917067e-22
 9.527500e+03    4.838370e-22
 9.682466e+03    4.760933e-22
 9.839952e+03    4.684736e-22
 1.000000e+04    4.609758e-22
-----------------------------
