**************************************************************************************************************


SPECIES :  I_2^+ / I^-
 4.973896e+02    1.070165e-20
 5.054797e+02    1.053037e-20
 5.137014e+02    1.036184e-20
 5.220568e+02    1.019600e-20
 5.305481e+02    1.003281e-20
 5.391775e+02    9.872241e-21
 5.479472e+02    9.714238e-21
 5.568596e+02    9.558764e-21
 5.659170e+02    9.405778e-21
 5.751217e+02    9.255240e-21
 5.844761e+02    9.107112e-21
 5.939827e+02    8.961355e-21
 6.036439e+02    8.817931e-21
 6.134622e+02    8.676802e-21
 6.234402e+02    8.537932e-21
 6.335805e+02    8.401284e-21
 6.438857e+02    8.266823e-21
 6.543586e+02    8.134515e-21
 6.650018e+02    8.004324e-21
 6.758181e+02    7.876216e-21
 6.868104e+02    7.750159e-21
 6.979814e+02    7.626120e-21
 7.093341e+02    7.504065e-21
 7.208715e+02    7.383965e-21
 7.325965e+02    7.265786e-21
 7.445123e+02    7.149499e-21
 7.566219e+02    7.035073e-21
 7.689284e+02    6.922478e-21
 7.814351e+02    6.811685e-21
 7.941452e+02    6.702666e-21
 8.070620e+02    6.595391e-21
 8.201889e+02    6.489833e-21
 8.335294e+02    6.385965e-21
 8.470868e+02    6.283759e-21
 8.608648e+02    6.183189e-21
 8.748668e+02    6.084229e-21
 8.890966e+02    5.986852e-21
 9.035578e+02    5.891034e-21
 9.182543e+02    5.796749e-21
 9.331898e+02    5.703973e-21
 9.483682e+02    5.612683e-21
 9.637935e+02    5.522853e-21
 9.794697e+02    5.434461e-21
 9.954008e+02    5.347484e-21
 1.011591e+03    5.261898e-21
 1.028045e+03    5.177683e-21
 1.044766e+03    5.094815e-21
 1.061759e+03    5.013274e-21
 1.079029e+03    4.933038e-21
 1.096579e+03    4.854086e-21
 1.114415e+03    4.776397e-21
 1.132541e+03    4.699952e-21
 1.150962e+03    4.624730e-21
 1.169683e+03    4.550712e-21
 1.188708e+03    4.477879e-21
 1.208042e+03    4.406212e-21
 1.227691e+03    4.335692e-21
 1.247660e+03    4.266300e-21
 1.267953e+03    4.198019e-21
 1.288576e+03    4.130830e-21
 1.309535e+03    4.064717e-21
 1.330835e+03    3.999662e-21
 1.352481e+03    3.935649e-21
 1.374479e+03    3.872660e-21
 1.396835e+03    3.810679e-21
 1.419555e+03    3.749690e-21
 1.442644e+03    3.689677e-21
 1.466109e+03    3.630624e-21
 1.489955e+03    3.572517e-21
 1.514189e+03    3.515340e-21
 1.538818e+03    3.459077e-21
 1.563847e+03    3.403716e-21
 1.589283e+03    3.349240e-21
 1.615133e+03    3.295636e-21
 1.641403e+03    3.242890e-21
 1.668101e+03    3.190989e-21
 1.695232e+03    3.139917e-21
 1.722805e+03    3.089664e-21
 1.750827e+03    3.040214e-21
 1.779304e+03    2.991557e-21
 1.808245e+03    2.943677e-21
 1.837656e+03    2.896564e-21
 1.867546e+03    2.850206e-21
 1.897922e+03    2.804589e-21
 1.928792e+03    2.759702e-21
 1.960163e+03    2.715534e-21
 1.992046e+03    2.672072e-21
 2.024447e+03    2.629306e-21
 2.057374e+03    2.587225e-21
 2.090838e+03    2.545817e-21
 2.124845e+03    2.505072e-21
 2.159406e+03    2.464978e-21
 2.194529e+03    2.425527e-21
 2.230223e+03    2.386707e-21
 2.266498e+03    2.348508e-21
 2.303363e+03    2.310921e-21
 2.340827e+03    2.273935e-21
 2.378901e+03    2.237541e-21
 2.417594e+03    2.201730e-21
 2.456916e+03    2.166492e-21
 2.496878e+03    2.131818e-21
 2.537490e+03    2.097698e-21
 2.578763e+03    2.064125e-21
 2.620707e+03    2.031089e-21
 2.663333e+03    1.998582e-21
 2.706652e+03    1.966595e-21
 2.750676e+03    1.935121e-21
 2.795416e+03    1.904149e-21
 2.840884e+03    1.873674e-21
 2.887091e+03    1.843686e-21
 2.934050e+03    1.814178e-21
 2.981772e+03    1.785143e-21
 3.030271e+03    1.756572e-21
 3.079559e+03    1.728459e-21
 3.129648e+03    1.700795e-21
 3.180552e+03    1.673574e-21
 3.232284e+03    1.646789e-21
 3.284857e+03    1.620433e-21
 3.338286e+03    1.594498e-21
 3.392583e+03    1.568978e-21
 3.447764e+03    1.543867e-21
 3.503842e+03    1.519158e-21
 3.560833e+03    1.494844e-21
 3.618750e+03    1.470919e-21
 3.677609e+03    1.447378e-21
 3.737426e+03    1.424213e-21
 3.798215e+03    1.401419e-21
 3.859994e+03    1.378989e-21
 3.922777e+03    1.356919e-21
 3.986581e+03    1.335202e-21
 4.051423e+03    1.313832e-21
 4.117320e+03    1.292804e-21
 4.184289e+03    1.272113e-21
 4.252346e+03    1.251754e-21
 4.321511e+03    1.231720e-21
 4.391801e+03    1.212006e-21
 4.463234e+03    1.192608e-21
 4.535829e+03    1.173521e-21
 4.609604e+03    1.154739e-21
 4.684580e+03    1.136258e-21
 4.760775e+03    1.118072e-21
 4.838210e+03    1.100178e-21
 4.916904e+03    1.082569e-21
 4.996877e+03    1.065243e-21
 5.078152e+03    1.048194e-21
 5.160749e+03    1.031418e-21
 5.244689e+03    1.014910e-21
 5.329994e+03    9.986671e-22
 5.416687e+03    9.826836e-22
 5.504790e+03    9.669560e-22
 5.594326e+03    9.514801e-22
 5.685318e+03    9.362519e-22
 5.777790e+03    9.212674e-22
 5.871766e+03    9.065227e-22
 5.967271e+03    8.920140e-22
 6.064329e+03    8.777376e-22
 6.162966e+03    8.636896e-22
 6.263207e+03    8.498664e-22
 6.365079e+03    8.362645e-22
 6.468608e+03    8.228803e-22
 6.573820e+03    8.097103e-22
 6.680744e+03    7.967510e-22
 6.789407e+03    7.839992e-22
 6.899837e+03    7.714515e-22
 7.012064e+03    7.591046e-22
 7.126115e+03    7.469553e-22
 7.242022e+03    7.350004e-22
 7.359814e+03    7.232369e-22
 7.479523e+03    7.116617e-22
 7.601178e+03    7.002717e-22
 7.724811e+03    6.890640e-22
 7.850456e+03    6.780357e-22
 7.978145e+03    6.671839e-22
 8.107910e+03    6.565058e-22
 8.239786e+03    6.459986e-22
 8.373807e+03    6.356595e-22
 8.510007e+03    6.254859e-22
 8.648423e+03    6.154752e-22
 8.789091e+03    6.056246e-22
 8.932046e+03    5.959317e-22
 9.077327e+03    5.863940e-22
 9.224970e+03    5.770089e-22
 9.375015e+03    5.677740e-22
 9.527500e+03    5.586869e-22
 9.682466e+03    5.497452e-22
 9.839952e+03    5.409467e-22
 1.000000e+04    5.322890e-22
-----------------------------
